word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
surpassed,surpass,VERB,동사,/sɚˈpæs/,distinguish oneself,,She excelled in math,"As of April 21st, the index opened 1-point-34 percent higher from the previous session and surpassed 6-thousand-3-hundred-55 within about ten minutes.",B2,5.6308,False,exceed|excel|go by|go past|outdo|outgo|outmatch|outperform|outstrip|pass|pass by|stand out|surmount|transcend|travel by
precautions,precaution,NOUN,명사,/pɹiːˈkɔːʃən/,a precautionary measure warding off impending danger or damage or injury etc.,,he put an ice pack on the injury as a precaution,"This dust is likely to stick around through tomorrow, so you’ll want to take some precautions.",B2,5.6003,False,care|caution|forethought|guard|safeguard
stabilizing,stabilize,VERB,동사,,make stable and keep from fluctuating or put into an equilibrium,,The drug stabilized her blood pressure,"He outlined four core objectives for his four-year term: stabilizing prices and financial markets, expanding financial monitoring into non-bank sectors, internationalizing the Korean won through a 24-hour foreign exchange market, and taking an active role in national structural reforms.",B2,5.5406,False,brace|stabilise|steady
turbulent,turbulent,ADJ,형용사,/ˈtɜːbjələnt/,characterized by unrest or disorder or insubordination,,effects of the struggle will be violent and disruptive,"2.
South Korea's President Lee Jae Myung and his Indian counterpart Modi stressed the importance of bilateral cooperation during these turbulent times.",B2,5.5302,False,churning|disruptive|riotous|roiled|roiling|roily|troubled|tumultuous
expire,expire,VERB,동사,/ɛkˈspaɪ.ə(ɹ)/,lose validity,,My passports expired last month,"President Donald Trump has pushed the ceasefire deadline with Iran to Wednesday evening Washington time, after earlier expectations it would expire Tuesday -- leading to some international confusion over the timeline.",B2,5.4597,False,breathe out|buy the farm|cash in one's chips|choke|conk|croak|decease|die|drop dead|exhale|exit|give-up the ghost|go|kick the bucket|pass
urgency,urgency,NOUN,명사,/ˈɝ.dʒən.si/,the state of being urgent; an earnest and insistent necessity,,the urgency of a demand,"Emphasizing the urgency, Prime Minister Kim Min-seok said, ""speed is of the essence"" for the war-related supplementary budget.",B2,5.4498,False,importunity|urging
Amidst,amidst,ADP,,/aˈmɪdst/,In the midst or middle of; surrounded or encompassed by; among.,,,"Amidst this uncertainty, Tehran continues to publicly deny plans to resume talks.",B2,5.4401,False,
heavyweights,heavyweight,NOUN,명사,,an amateur boxer who weighs no more than 201 pounds,,an intellectual heavyweight,"Meanwhile,
Culture Minister Chae Hwi-young met... with heavyweights in India's film industry in New Delhi on Tuesday local time.",B2,5.3799,False,behemoth|colossus|giant|hulk|titan|whale
optimism,optimism,NOUN,명사,/ˈɒptɪmɪzəm/,the optimistic feeling that all is going to turn out well,,"I love her youth, her beauty and above all her optimism that everything will turn out fine.",The South Korean stock market showed strong momentum on Tuesday as investor optimism over potential diplomatic breakthroughs outweighed geopolitical risks in the Middle East.,B2,5.3401,False,
depart,depart,VERB,동사,/dɪˈpɑːt/,move away from a place into another direction,,Go away before I start to cry,"However, Trump gave conflicting statements on Vance’s departure time, claiming he had already left before later clarifying he would depart on Tuesday.",B2,5.3298,False,deviate|diverge|go|go away|leave|part|pull up stakes|quit|set forth|set off|set out|start|start out|take leave|take off
inaugural,inaugural,ADJ,형용사,,an address delivered at an inaugural ceremony (especially by a United States president),,The inaugural of the President will take place in March.,"In his inaugural address on Tuesday, the new governor emphasized that the domestic economy faces dual pressures of inflation and slowing growth, exacerbated by the Middle East conflict and volatile global oil prices.",B2,5.3298,False,first|inaugural address|inauguration|initiative|initiatory|maiden
Emphasizing,emphasize,VERB,동사,/ˈɛm.fə.saɪz/,"to stress, single out as important",,Dr. Jones emphasizes exercise in addition to a change in diet,"Emphasizing the urgency, Prime Minister Kim Min-seok said, ""speed is of the essence"" for the war-related supplementary budget.",B2,5.3098,False,accent|accentuate|emphasise|punctuate|stress|underline|underscore
appointed,appoint,VERB,동사,/əˈpɔɪnt/,create and charge with a task or function,,nominate a committee,South Korea’s newly appointed Bank of Korea Governor... {신현송} Shin Hyun-song says the central bank will implement a flexible monetary policy to combat growing economic uncertainties.,B2,5.3002,False,charge|constitute|name|nominate
counterpart,counterpart,NOUN,명사,/ˈkaʊntəˌpɑːt/,a person or thing having the same function or characteristics as another,,Those brass knobs and their hollow counterparts interlock perfectly,"2.
South Korea's President Lee Jae Myung and his Indian counterpart Modi stressed the importance of bilateral cooperation during these turbulent times.",B2,5.3002,False,opposite number|similitude|twin|vis-a-vis
