word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
semiconductors,semiconductor,NOUN,명사,,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities,,,"The appellate ruling for Yoon, which began at 3 PM, was livestreamed, and the verdict was handed down at around 4 PM.

#5
Korea's small and medium-sized enterprises posted record exports in the first quarter, driven by the strong demand for cosmetics and semiconductors.",B2,5.4698,False,semiconducting material|semiconductor device|semiconductor unit
complementary,complementary,ADJ,형용사,/ˌkɒmplɪ̈ˈmɛnt(ə)ɹi/,either one of two chromatic colors that when mixed together give white (in the case of lights) or grey (in the case of pigments),,yellow and blue are complementaries,"In an interview with The Japan Times, published Tuesday, Brunson said these complementary capabilities have to be linked into a ""kill web"" that achieves combined, joint, all-domain effects.",B2,5.4401,False,complemental|complementary color|completing
overlapping,overlapping,ADJ,형용사,,covering with a design in which one element covers a part of another (as with tiles or shingles),,The mouse-mat overlapped the edge of the desk.,"Brunson emphasized that South Korea, Japan, and the Philippines all U.S. alliances cannot afford to exist in isolation, but connected, the overlapping strengths leave ""no single axis for an adversary to plan against.""

#3
Tokyo has scrapped its decades-old ban on exporting lethal weapons, aiming to bolster allies as security tensions with China and North Korea intensify.",B2,5.4401,False,imbrication|lapping|overlap
blockade,blockade,NOUN,명사,/blɒˈkeɪd/,a war measure that isolates some area of importance to the enemy,,,"According to The Wall Street Journal on Tuesday, Trump recently directed aides to prepare for an extended blockade of Iranian ports.",B2,5.4295,False,bar|barricade|block|block off|block up|embarrass|encirclement|hinder|obstruct|stop|stymie|stymy
electromagnetic,electromagnetic,ADJ,형용사,,pertaining to or exhibiting magnetism produced by electric charge in motion,,electromagnetic energy,"A senior U.S. official said Iran is struggling to store unsold oil and has recently reached out to Washington.

#2
The head of U.S. Forces Korea, Army General Xavier Brunson, has outlined a new potential strategy to combine the military capabilities of South Korea, Japan, and possibly the Philippines, to create a faster and more flexible networked system across land, sea, and air as well as the space, cyber, and electromagnetic arenas.",B2,5.4202,False,
Citing,cite,VERB,동사,/saɪt/,a short note recognizing a source of information or of a quoted passage,,the student's essay failed to list several important citations,"Citing U.S. officials, the report said Trump will continue pressuring Iran’s economy and oil exports by restricting its ports.",B2,5.3298,False,acknowledgment|advert|bring up|citation|credit|mention|name|quotation|quote|refer|reference
aides,aide,NOUN,명사,/eɪd/,an officer who acts as military assistant to a more senior officer,,,"According to The Wall Street Journal on Tuesday, Trump recently directed aides to prepare for an extended blockade of Iranian ports.",B2,5.3098,False,adjutant|aide-de-camp|auxiliary
emphasized,emphasize,VERB,동사,/ˈɛm.fə.saɪz/,"to stress, single out as important",,Dr. Jones emphasizes exercise in addition to a change in diet,"Brunson emphasized that South Korea, Japan, and the Philippines all U.S. alliances cannot afford to exist in isolation, but connected, the overlapping strengths leave ""no single axis for an adversary to plan against.""

#3
Tokyo has scrapped its decades-old ban on exporting lethal weapons, aiming to bolster allies as security tensions with China and North Korea intensify.",B2,5.3098,False,accent|accentuate|emphasise|punctuate|stress|underline|underscore
cosmetics,cosmetic,NOUN,명사,,a toiletry designed to beautify the body,,,"The appellate ruling for Yoon, which began at 3 PM, was livestreamed, and the verdict was handed down at around 4 PM.

#5
Korea's small and medium-sized enterprises posted record exports in the first quarter, driven by the strong demand for cosmetics and semiconductors.",B2,5.2899,False,decorative|enhancive|ornamental
shipments,shipment,NOUN,명사,,goods carried by a large vehicle,,,"The Ministry of SMEs and Startups said on Wednesday that outbound shipments rose 9-point-1 percent year-on-year to 29-point-8 billion U.S. dollars, the highest ever for a first quarter.",B2,5.2403,False,cargo|consignment|despatch|dispatch|freight|lading|load|loading|payload
restricting,restrict,VERB,동사,/ɹɪˈstɹɪkt/,place restrictions on,,curtail drinking in school,"Citing U.S. officials, the report said Trump will continue pressuring Iran’s economy and oil exports by restricting its ports.",B2,5.2,False,bound|confine|curb|curtail|cut back|limit|qualify|restrain|throttle|trammel
According,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"According to The Wall Street Journal on Tuesday, Trump recently directed aides to prepare for an extended blockade of Iranian ports.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
