word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
Mountainous,mountainous,ADJ,형용사,/ˈmaʊntɪnəs/,having hills and crags,,hilly terrain,"Mountainous areas of Jeju Island could see over 100 millimeters of rain, with heavy downpours of 20 to 30 millimeters per hour at times.",B2,5.6198,False,cragged|craggy|hilly
tanker,tanker,NOUN,명사,,a cargo ship designed to carry crude oil in bulk,,,"The Ministry of Oceans and Fisheries said a South Korean tanker unable to pass through the Strait of Hormuz safely reached Saudi Arabia via the Red Sea, loaded crude oil there, and has now departed for South Korea.",B2,5.5607,False,oil tanker|oiler|tank driver|tank ship
truce,truce,NOUN,명사,/tɹuːs/,a state of peace agreed to between opponents so they can discuss peace terms,,,"In a statement on Friday, Foreign Ministry spokesperson Park Il said Seoul fully supports the 10-day truce, and praised U.S. President Donald Trump’s efforts in helping bring it about.",B2,5.4802,False,armistice|cease-fire
adhere,adhere,VERB,동사,/ædˈhiɹ/,be compatible or in accordance with,,You must adhere to the rules,"Seoul urged all parties to strictly adhere to the agreement, and to respect Lebanon’s sovereignty and territorial integrity.",B2,5.4295,False,cleave|cling|cohere|stand by|stick|stick by
benchmark,benchmark,NOUN,명사,,a standard by which something can be measured or judged,,his painting sets the benchmark of quality,"According to the aviation industry, the benchmark used to set next month's fuel surcharge...",B2,5.4001,True,bench mark
pillar,pillar,NOUN,명사,/ˈpɪlə/,a fundamental principle or practice,,science eroded the pillars of superstition,The commissioner pointed to joint innovation as another key pillar of cooperation.,B2,5.3595,False,column|mainstay|tower
spokesperson,spokesperson,NOUN,명사,,an advocate who represents someone else's policy or purpose,,the meeting was attended by spokespersons for all the major organs of government,"In a statement on Friday, Foreign Ministry spokesperson Park Il said Seoul fully supports the 10-day truce, and praised U.S. President Donald Trump’s efforts in helping bring it about.",B2,5.3595,False,interpreter|representative|voice
remarks,remark,NOUN,명사,/ɹɪˈmɑːk/,a statement that expresses a personal opinion or belief or adds information,,from time to time she contributed a personal comment on his account,"The official added that President Lee may deliver remarks during the meeting, and staff were ""preparing for this possibility.",B2,5.3401,False,comment|input|mention|note|notice|observe|point out
citing,cite,VERB,동사,/saɪt/,a short note recognizing a source of information or of a quoted passage,,the student's essay failed to list several important citations,"A senior presidential official said that Seoul decided to join the talks, citing both national and global interests.",B2,5.3298,False,acknowledgment|advert|bring up|citation|credit|mention|name|quotation|quote|refer|reference
departed,depart,VERB,동사,/dɪˈpɑːt/,move away from a place into another direction,,Go away before I start to cry,"The Ministry of Oceans and Fisheries said a South Korean tanker unable to pass through the Strait of Hormuz safely reached Saudi Arabia via the Red Sea, loaded crude oil there, and has now departed for South Korea.",B2,5.3298,False,deviate|diverge|go|go away|leave|part|pull up stakes|quit|set forth|set off|set out|start|start out|take leave|take off
navigate,navigate,VERB,동사,/ˈnæv.ɪ.ɡeɪt/,travel on water propelled by wind or by other means,,The QE2 will sail to Southampton tomorrow,"4.
Seoul and Brussels are preparing for a summit aimed at strengthening their economic partnership,… as both sides navigate mounting global uncertainty.",B2,5.3197,False,pilot|sail|voyage
bound,bind,VERB,동사,/baɪnd/,something that hinders as if with bonds,,,"Fuel typically accounts for about 30 percent of an airline's operating costs, so a surge in jet fuel prices is bound to hit earnings hard.",B2,5.2503,False,adhere|attach|bandage|bond|hold fast|stick|stick to|tie
gallon,gallon,NOUN,명사,/ˈɡælən/,United States liquid unit equal to 4 quarts or 3.785 liters,,,the average price of Singapore jet fuel from March 16th to April 15th... rose to about 5 U.S. dollars and ten cents per gallon.,B2,5.2503,False,Imperial gallon|congius|gal
alignment,alignment,NOUN,명사,[əˈɫaɪnmənt],an organization of people (or countries) involved in a pact or treaty,,,"He's met with National Security Advisor Wi Sung-lac and Trade Minister Yeo Han-koo, reflecting the need for closer strategic alignment.",B2,5.2197,False,alinement|alliance|coalition|conjunction
negotiations,negotiation,NOUN,명사,/nɪˌɡəʊʃiˈeɪʃən/,a discussion intended to produce an agreement,,the buyout negotiation lasted several days,"The statement also expressed hope the ceasefire will help advance U.S.–Iran negotiations, restore regional stability, and allow for the safe and free passage of vessels through the Strait of Hormuz.",B2,5.2197,True,dialogue|talks
participants,participant,NOUN,명사,/pɑːˈtɪsɪpənt/,someone who takes part in an activity,,All participants must adhere to the rules of the competition.,"Around 70 to 80 participants, including countries and international organizations, have been invited.",B2,5.2197,False,player
according,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"President Lee Jae Myung will join a virtual summit led by the UK and France on Friday, Korea Standard Time, according to the Blue House.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
surged,surge,VERB,동사,/sɜːdʒ/,a sudden forceful flow,,He felt a surge of excitement.,"The surcharge stood at level six before the war, but in the space of just two months it surged past level 18 to reach 33... marking the fastest increase on record.",B2,5.1798,False,billow|heave|rush|soar|soar up|soar upwards|spate|upsurge|zoom
bracket,bracket,NOUN,명사,/ˈbɹækɪt/,a category falling within certain defined limits,,,"That pushes the surcharge to the highest bracket, level 33.",B2,5.1599,False,angle bracket|square bracket|wall bracket
