word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
flagged,flagged,ADJ,형용사,/flæɡd/,communicate or signal with a flag,,,"This comes after the U.S. Navy attacked and seized an Iranian-flagged vessel on Sunday evening, after it ignored warnings 
and attempted to breach the U.S. naval blockade.",B2,5.6904,False,droop|ease off|ease up|flag|sag|slacken off|swag
shipbuilding,shipbuilding,NOUN,명사,,the construction of ships,,,"Outlining the outcomes of his summit with Modi in New Delhi, Lee said 
he and the Indian prime minister focused on expanding trade 
and investment, and exploring new opportunities in critical minerals, energy, artificial intelligence, finance and shipbuilding, among other sectors.",B2,5.6696,False,ship building
contradict,contradict,VERB,동사,/kɒntɹəˈdɪkt/,be in contradiction with,,His testimony contradicts hers.,"The spokesperson criticised the U.S. for engaging in actions that contradict its claims of pursuing diplomacy, saying Iran’s mistrust toward the entire process has only been compounded.",B2,5.6498,False,belie|contravene|controvert|negate|oppose
matchup,matchup,NOUN,명사,,the pairing of people or things as for comparison or competition,,it was a good match-up but the home team won,"The matchup was finalized after Oh was confirmed as the conservative candidate on April 18th, following Jeong securing his party’s nomination earlier on April 9th.",B2,5.6003,False,match-up
tanker,tanker,NOUN,명사,,a cargo ship designed to carry crude oil in bulk,,,An oil tanker that broke through the blockade of the Strait of Hormuz is now heading to South Korea.,B2,5.5607,False,oil tanker|oiler|tank driver|tank ship
stabilizing,stabilize,VERB,동사,,make stable and keep from fluctuating or put into an equilibrium,,The drug stabilized her blood pressure,"President Lee Jae Myung said he and Indian Prime Minister Narendra Modi agreed Monday to cooperate on stabilizing energy supply chains 
to better navigate uncertainties stemming from the war in the Middle East.",B2,5.5406,False,brace|stabilise|steady
refinery,refinery,NOUN,명사,,an industrial plant for purifying a crude substance,,,"The vessel is a Suezmax-class tanker, capable of carrying up to one million barrels of oil, and is set to unload at a Hyundai Oilbank refinery.",B2,5.51,False,
onboard,onboard,ADV,부사,/ɒnˈbɔːd/,To become a part of a group; to incorporate (someone) into a group.,,,"Hyundai Oilbank confirmed the vessel is heading to its facility, 
but declined to specify the cargo onboard.",B2,5.4498,False,
blockade,blockade,NOUN,명사,/blɒˈkeɪd/,a war measure that isolates some area of importance to the enemy,,,"This comes after the U.S. Navy attacked and seized an Iranian-flagged vessel on Sunday evening, after it ignored warnings 
and attempted to breach the U.S. naval blockade.",B2,5.4295,False,bar|barricade|block|block off|block up|embarrass|encirclement|hinder|obstruct|stop|stymie|stymy
benchmark,benchmark,ADJ,형용사,,a standard by which something can be measured or judged,,his painting sets the benchmark of quality,"As global inflation surged following the Russia-Ukraine war, 
he responded with two unprecedented ""big step"" rate hikes of 
half a percentage point each pushing the benchmark rate to 
3-point-5 percent.",B2,5.4001,True,bench mark
strait,strait,NOUN,명사,/stɹeɪt/,a narrow channel of the sea joining two larger bodies of water,,The Strait of Gibraltar,"According to Reuters on Monday, the Malta-flagged tanker Odessa passed through the strait last week, and is currently en route to Korea.",B2,5.4001,False,pass|sound|straits
spokesperson,spokesperson,NOUN,명사,,an advocate who represents someone else's policy or purpose,,the meeting was attended by spokespersons for all the major organs of government,Iran's Foreign Ministry spokesperson Esmaeil Bagaei reportedly said no decision had been made regarding the next round of negotiations.,B2,5.3595,False,interpreter|representative|voice
cited,cite,VERB,동사,,a short note recognizing a source of information or of a quoted passage,,the student's essay failed to list several important citations,"Aggressive rate hikes helped South Korea return inflation to the two percent target range ahead of many major economies, which Rhee cited as one of the most meaningful achievements of his tenure.",B2,5.3298,False,acknowledgment|advert|bring up|citation|credit|mention|name|quotation|quote|refer|reference
navigate,navigate,VERB,동사,/ˈnæv.ɪ.ɡeɪt/,travel on water propelled by wind or by other means,,The QE2 will sail to Southampton tomorrow,"President Lee Jae Myung said he and Indian Prime Minister Narendra Modi agreed Monday to cooperate on stabilizing energy supply chains 
to better navigate uncertainties stemming from the war in the Middle East.",B2,5.3197,False,pilot|sail|voyage
pandemic,pandemic,NOUN,명사,/pænˈdɛmɪk/,an epidemic that is geographically widespread; occurring throughout a region or even throughout the world,,,"Rhee took office during the COVID-19 pandemic and went through a period of political transition, serving under three presidents in four years.",B2,5.3197,True,
diplomacy,diplomacy,NOUN,명사,,negotiation between nations,,National diplomacy typically deploys its dexterity to secure advantage for one's nation.,"The spokesperson criticised the U.S. for engaging in actions that contradict its claims of pursuing diplomacy, saying Iran’s mistrust toward the entire process has only been compounded.",B2,5.2899,False,delicacy|diplomatic negotiations|discreetness|finesse|statecraft|statesmanship
bilateral,bilateral,ADJ,형용사,/baɪˈlætəɹəl/,having identical parts on each side of an axis,,,"Lee said during a joint press announcement, 
South Korea and India will continue to strengthen bilateral cooperation to ensure a stable supply of energy resources and key raw materials, 
including naphtha in the midst of the conflict in the Middle East.",B2,5.2798,True,bilaterally symmetric|bilaterally symmetrical|isobilateral|two-sided
incumbent,incumbent,ADJ,형용사,,the official who holds an office,,,The race for Seoul’s mayor has taken shape as a two-way contest between the ruling Democratic Party's candidate Jeong Won-oh and the incumbent Mayor Oh Se-hoon of the main opposition People Power Party.,B2,5.2299,True,officeholder
negotiations,negotiation,NOUN,명사,/nɪˌɡəʊʃiˈeɪʃən/,a discussion intended to produce an agreement,,the buyout negotiation lasted several days,"Iran has not yet decided whether or not to attend a new round of negotiations with the United States, even as U.S. negotiators are set to arrive in Islamabad on Monday.",B2,5.2197,True,dialogue|talks
specify,specify,VERB,동사,/ˈspɛsɪfaɪ/,specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement,,The will stipulates that she can live in the house for the rest of her life,"Hyundai Oilbank confirmed the vessel is heading to its facility, 
but declined to specify the cargo onboard.",B2,5.2197,False,condition|define|delimit|delimitate|delineate|determine|fix|limit|nail down|narrow|narrow down|particularise|particularize|peg down|pin down
