word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
dedicated,dedicate,VERB,동사,/ˈdɛdɪkeɪt/,"give entirely to a specific person, activity, or cause",,She committed herself to the work of God,"For organization leaders who have dedicated their lives to supporting this community, this return represents a monumental chapter.",B2,5.4895,False,commit|consecrate|devote|give
mediation,mediation,NOUN,명사,/midiˈeɪʃən/,a negotiation to resolve differences that is conducted by some impartial party,,,"Park Soo-keun, chairman of the National Labor Relations Commission, said a mediation proposal will be made if the two sides fail to reach an agreement by 10 p.m.

The two sides have been trying to hash out a deal on performance-based bonus payments before an 18-day strike scheduled to begin Thursday.",B2,5.4895,True,intermediation
homecoming,homecoming,NOUN,명사,/ˈhoʊmˌkʌmɪŋ/,an annual school or university reunion for graduates,,His homecoming was saddened by the news of his mother's death the day before.,"The opening ceremony of the Overseas Korean Adoptees Gathering, hosted by Overseas Koreans Agency, marked the beginning of a powerful, collective homecoming.",B2,5.4597,False,return
swiftly,swiftly,ADV,부사,/ˈswɪftli/,in a swift manner,,she moved swiftly,The leaders agreed on the need to swiftly restore peace and stability to the Middle East.,B2,5.4597,False,fleetly
hash,hash,VERB,동사,/ˈhæʃ/,chopped meat mixed with potatoes and browned,,,"Park Soo-keun, chairman of the National Labor Relations Commission, said a mediation proposal will be made if the two sides fail to reach an agreement by 10 p.m.

The two sides have been trying to hash out a deal on performance-based bonus payments before an 18-day strike scheduled to begin Thursday.",B2,5.3696,False,haschisch|hasheesh|hashish
counterpart,counterpart,NOUN,명사,/ˈkaʊntəˌpɑːt/,a person or thing having the same function or characteristics as another,,Those brass knobs and their hollow counterparts interlock perfectly,President Lee Jae Myung today hosted his Japanese counterpart Sanae Takaichi in his hometown of Andong.,B2,5.3002,False,opposite number|similitude|twin|vis-a-vis
Ninety,ninety,NUM,,/ˈnaɪn.ti/,the cardinal number that is the product of ten and nine,,,"5.
Ninety-five different stories from fourteen different countries gathered in Seoul on Monday.",B2,5.2899,False,90|XC|xc
Participants,participant,NOUN,명사,/pɑːˈtɪsɪpənt/,someone who takes part in an activity,,All participants must adhere to the rules of the competition.,"Participants gathered at Namsangol Hanok Village to experience a tea ceremony and an etiquette classroom, taking their first steps toward practicing customs they had never known before.",B2,5.2197,False,player
distribute,distribute,VERB,동사,/dɨˈstɹɪbjuːt/,"administer or bestow, as in small portions",,administer critical remarks to everyone present,The key dispute centers on how to fund and distribute performance bonuses.,B2,5.2097,False,administer|allot|circulate|deal|deal out|dish out|dispense|dole out|give out|hand out|lot|mete out|parcel out|pass around|pass on
rainfall,rainfall,NOUN,명사,,water falling in drops from vapor condensed in the atmosphere,,,"In terms of rainfall, the mountainous areas of Jeju Island could see up to 120 millimeters.",B2,5.1798,False,rain
teammates,teammate,NOUN,명사,/ˈtiːmˌmeɪt/,a fellow member of a team,,it was his first start against his former teammates,Forward and Naegohyang captain Kim Kyong-yong added that the team atmosphere remained positive and that her teammates will give their all in light of the expectations of their people.,B2,5.1599,False,mate
clarified,clarify,VERB,동사,/ˈklæɹɪfaɪ/,make clear and (more) comprehensible,,clarify the mystery surrounding her death,"The Ministry of Unification clarified on Tuesday that the phrase ""peaceful two states"" from this year's unification white paper is ""not the government's official position.""",B2,5.15,False,clear up|elucidate
fourteen,fourteen,NUM,,/ˈfɔː.tiːn/,the cardinal number that is the sum of thirteen and one,,,"5.
Ninety-five different stories from fourteen different countries gathered in Seoul on Monday.",B2,5.1198,False,14|XIV|xiv
hometown,hometown,NOUN,명사,,the town (or city) where you grew up or where you have your principal residence,,he never went back to his hometown again,President Lee Jae Myung today hosted his Japanese counterpart Sanae Takaichi in his hometown of Andong.,B2,5.0899,False,
amid,amid,ADP,,/əˈmɪd/,In the middle of; in the center of; surrounded by.,,,Lee{이} and Takaichi also reaffirmed the importance of trilateral cooperation with the U.S. amid a rapidly changing international order.,B2,5.0501,False,
seasonal,seasonal,ADJ,형용사,/ˈsiːzənəl/,a worker who finds employment only in certain seasons,,,"Moving to weather forecast, 
The early summer heat will ease with rain tomorrow, bringing temperatures back to seasonal levels.",B2,5.02,False,seasonal worker
expectations,expectation,NOUN,명사,/ɛkspɛkˈteɪʃən/,belief about (or mental picture of) the future,,,Forward and Naegohyang captain Kim Kyong-yong added that the team atmosphere remained positive and that her teammates will give their all in light of the expectations of their people.,B2,5.0101,False,anticipation|arithmetic mean|expected value|first moment|outlook|prospect
crude,crude,ADJ,형용사,/kɹʉd/,a dark oil consisting mainly of hydrocarbons,,,"They also agreed to expand South Korea-Japan cooperation on supply chains, and strengthen their partnership in the sectors of LNG and crude oil.",B2,5.0,False,crude oil|earthy|fossil oil|gross|oil|petroleum|primitive|rock oil|rough|rude|unprocessed|unrefined|vulgar
